CIK,Company,Type,Date,Period of Report,SIC,State of Inc,State,Fiscal Year End,Basename,gvkey,sich,insbnk,understatement,option,Misstatement_BAO,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf,Misstatement_AA,Misstatement,restatement_year
1050122,1 800 CONTACTS INC,10-K,2001-03-30,2000-12-30,3827.0,DE,DE,1231.0,1050122_2000,66425,5961.0,0.0,0.0,0.0,0,21.503,3.647,26.108,13.965,0.042,85.241,11.572,3.265,0.0,0.0,1.126,10.474,20.402,0.0,0.0,12.143,12.143,10.474,4.831,0.0,8.41,0.0,144.971,0.438,1.206,6.604,0.069,28.625,0.109612603,0.012118369,0.0,0.172862672,0.889497472,0.471413347,-0.014109094,0.124884491,1.0,0.042158682,1.07325594,0.322123487,0.550619489,0.157773347,0,0,
1051009,SHOE PAVILION INC,10-K,2001-03-30,2000-12-30,5661.0,DE,DE,102.0,1051009_2000,66526,5661.0,0.0,0.0,0.0,0,40.682,8.75,46.915,20.217,0.814,60.229,6.8,0.015,0.0,14.022,1.433,1.174,38.187,0.0,0.0,10.793,26.698,1.174,9.673,0.0,6.243,0.74,91.058,0.0,0.0,0.779,1.122,1.25,0.173978854,0.02912073,0.003659859,0.11752214,0.870020249,0.279630594,0.191791462,-0.02710554,0.0,2.378470588,0.840254323,0.133070447,0.065544069,-0.048120369,0,0,
1084230,PEPSIAMERICAS INC/IL/,10-K,2001-03-27,2000-12-30,2086.0,DEType,DEType,,1084230_2000,5824,2086.0,0.0,0.0,0.0,0,477.0,199.1,3335.6,1449.5,51.2,1368.8,155.6,513.3,0.0,860.1,166.4,71.5,164.0,48.4,0.0,887.0,1882.2,80.4,1646.8,0.0,122.9,203.0,2527.6,27.1,0.0,69.6,85.8,16.375,-0.002612945,0.120001936,-0.020032581,0.016742206,0.683445257,0.267100499,0.147544868,0.029905588,1.0,0.568888715,0.929764321,0.036844945,0.07069193,-0.11077598,0,0,
1086467,DRUGSTORE COM INC,10-K,2001-03-30,2000-12-31,5912.0,DE,DE,1231.0,1086467_2000,122355,5961.0,0.0,0.0,0.0,0,168.903,22.6,458.523,411.989,129.888,90.626,65.843,2.844,0.127,2.399,46.489,-193.015,8.608,0.0,21.856,34.815,46.534,-193.015,52.524,0.0,-329.181,6.003,109.979,165.969,0.0,0.0,0.567,0.9063,0.071058063,-0.047448524,0.004050427,0.013453036,0.632367406,2.540441537,-1.285264948,0.102013625,1.0,4.937456507,0.650605475,-0.717916004,-0.419712861,-0.133261378,0,0,
1094814,MANAGEMENT NETWORK GROUP INC,10-K,2001-03-29,2000-12-30,8742.0,,,1231.0,1094814_2000,126496,8742.0,0.0,0.0,0.0,0,97.105,1.282,119.429,111.472,70.583,45.005,29.466,0.0,0.0,0.0,0.91,10.067,0.0,0.0,0.0,7.957,7.957,10.067,1.778,0.0,-25.474,25.242,77.727,21.35,0.0,6.711,0.0,11.875,0.092810381,0.310206572,0.13327909,0.0,0.398127758,0.399224059,-0.224838501,-0.006041062,1.0,0.318574486,0.450572265,-0.213298278,0.140485142,-0.252329895,0,0,
110471,WOLVERINE WORLD WIDE INC /DE/,10-K,2001-03-30,2000-12-30,3140.0,MI,MI,102.0,110471_2000,11566,3140.0,0.0,0.0,0.0,0,325.086,20.907,494.568,337.238,8.434,445.787,41.553,5.212,120.812,87.878,16.495,10.69,144.192,3.58,0.0,54.004,157.33,10.69,216.743,0.0,257.626,161.957,701.291,0.213,1.508,4.325,10.567,15.25,-0.066991719,-0.000674465,-0.01958671,-0.046297097,0.775361528,0.09361481,0.080837696,-0.040554933,1.0,0.532187019,0.764529567,0.520911179,0.051725951,-0.041484485,0,0,
15486,BURKE MILLS INC,10-K,2001-03-30,2000-12-30,2200.0,NC,NC,102.0,15486_2000,2482,2200.0,0.0,0.0,0.0,0,9.161,1.897,23.994,13.091,1.305,34.791,2.741,1.179,1.0,5.241,2.332,-0.85,4.634,0.0,0.0,3.503,10.903,-0.85,31.314,0.0,8.171,3.088,39.456,0.0,0.0,-0.54,0.747,0.4375,-0.03404749,-0.062533757,-0.028326232,-0.017083758,0.391472868,-0.055053642,0.005129493,-0.025990177,1.0,4.937456507,0.728592311,0.340543469,-0.026798366,0.036608054,0,0,
18169,DOLE FOOD COMPANY INC,10-K,2001-03-30,2000-12-30,100.0,HI,HI,1231.0,18169_2000,2812,100.0,0.0,0.0,0.0,0,1140.912,272.329,2844.718,554.788,28.449,3922.53,55.845,45.04,246.536,1135.633,115.0,67.655,482.382,84.604,0.0,785.021,2244.365,67.655,1920.409,0.0,181.388,583.799,4763.128,0.127,0.0,31.837,98.11,16.375,-0.001847198,0.011490726,-0.00573958,-0.014353372,0.619080345,-0.058404713,0.085033572,0.006696478,1.0,0.606682482,0.898507824,0.063763087,0.069462773,-0.004989475,0,0,
20,K TRON INTERNATIONAL INC,10-K,2001-03-26,2000-12-30,3823.0,NJ,NJ,102.0,20_2000,6314,3823.0,0.0,0.0,0.0,0,34.187,8.889,54.421,21.311,0.553,44.434,2.436,3.595,7.95,12.39,2.576,5.838,12.446,0.0,0.0,20.417,33.11,5.838,43.206,0.0,31.889,19.139,84.912,0.334,0.8,2.17,1.081,18.375,0.017089321,-0.030167321,-0.024928794,0.041267137,0.705573216,-0.001712547,-0.000240323,-0.014428771,1.0,0.476101114,1.113062,0.585968652,0.167012734,0.013297799,0,0,
216430,LIQUI BOX CORP,10-K,2001-03-27,2000-12-30,3089.0,OH,OH,102.0,216430_2000,6756,3089.0,0.0,0.0,0.0,0,46.097,4.901,96.174,79.616,13.274,93.567,4.392,4.577,0.0,0.0,7.642,16.427,15.949,1.19,0.0,16.33,16.558,16.427,123.366,0.0,165.148,14.482,155.2,1.756,0.351,10.726,0.145,37.25,0.005558347,0.050077461,-0.058022443,0.019878156,0.460124358,0.003151562,0.243656097,-0.032728262,1.0,0.486644418,1.205710366,0.78457252,0.283839707,-0.078413516,0,0,
24104,CONTINENTAL MATERIALS CORP,10-K,2001-03-30,2000-12-30,3585.0,DE,DE,1228.0,24104_2000,3465,3270.0,0.0,0.0,0.0,0,41.525,4.437,68.25,41.813,6.216,81.521,1.833,2.158,4.0,5.147,5.419,5.335,16.014,0.0,0.0,17.28,26.437,5.335,77.927,0.0,48.138,16.723,110.288,0.032,0.312,2.975,0.571,14.0,-0.003999971,-0.054617245,-0.050558452,0.000705877,0.546622711,-0.013480222,0.151649639,-0.026623557,1.0,1.629374172,0.871898429,0.705318681,0.130124542,0.031573297,0,0,
27613,DECORATOR INDUSTRIES INC,10-K,2001-03-30,2000-12-30,2390.0,PA,PA,102.0,27613_2000,3833,2390.0,0.0,0.0,0.0,0,9.952,2.392,18.855,11.979,0.308,33.154,2.792,0.105,0.0,1.71,0.753,1.037,5.202,0.0,0.0,4.798,6.876,0.133,9.471,0.0,17.777,3.495,42.61,0.061,0.0,0.621,0.114,2.625,0.006959354,-0.109079243,-0.011401496,-0.026504775,0.675470697,-0.186599328,0.026744413,-0.111778149,1.0,1.634465821,0.914562334,0.78457252,0.046035534,0.034303201,0,0,
31107,EASTERN CO,10-K,2001-03-23,2000-12-30,3420.0,CT,CT,102.0,31107_2000,4186,3420.0,0.0,0.0,0.0,0,38.068,4.625,84.857,38.536,4.542,59.461,3.637,2.904,30.009,28.54,2.73,7.055,17.102,0.0,0.0,11.771,46.321,7.055,40.298,0.0,37.658,13.506,88.192,0.105,0.0,3.602,1.786,13.125,0.08002805,0.09350917,0.059877926,0.043820796,0.624426977,0.136333509,-0.068974597,-0.023608383,1.0,0.807279678,1.570668913,0.443781892,0.146634927,-0.086110296,0,0,
319256,SEARS ROEBUCK & CO,10-K,2001-03-21,2000-12-30,5311.0,NY,NY,1231.0,319256_2000,9563,5311.0,0.0,0.0,0.0,0,28794.0,7336.0,36899.0,6769.0,3947.0,26899.0,333.2,6840.0,824.0,11020.0,826.0,1343.0,5618.0,0.0,3105.0,15796.0,30130.0,1343.0,12585.0,0.0,6730.0,17823.0,40937.0,58.0,0.0,831.0,1252.0,34.75,-0.009640773,-0.004955791,-0.016627625,0.014867372,0.712729342,0.013364876,0.063628613,-0.002569741,1.0,0.584607944,1.052096266,0.182389767,0.092848045,0.0019769,0,0,
352363,CLAIBORNE LIZ INC,10-K,2001-03-29,2000-12-30,2330.0,DE,DE,1231.0,352363_2000,6768,2330.0,0.0,0.0,0.0,0,910.576,199.254,1512.159,834.285,54.63,1870.269,51.21,0.0,153.134,269.219,77.033,184.595,479.845,0.0,0.0,357.904,673.142,184.595,640.967,0.0,1977.435,267.772,3104.141,19.201,7.37,103.835,21.917,41.625,0.020191111,-0.056862611,-0.021308089,0.042064187,0.767184536,0.136111976,0.1179704,-0.010969811,1.0,0.391386114,0.936772372,0.78457252,0.20523437,0.051495233,0,0,
39135,FRIENDLY ICE CREAM CORP,10-K,2001-04-16,2000-12-31,5812.0,MA,MA,1231.0,39135_2000,66004,5812.0,0.0,0.0,0.0,0,47.585,20.1,297.221,-99.983,16.321,506.993,7.394,15.172,125.0,283.658,30.75,-10.806,11.57,0.68,1.737,82.206,397.204,-10.806,474.758,0.0,-239.045,6.158,599.739,0.0,0.0,-21.221,31.381,2.0625,0.033112451,-0.039168226,0.006836079,0.000667084,0.184519263,-0.15922641,0.069137058,-0.034161065,1.0,-6.556208556,0.899580038,-0.804266859,-0.002173467,0.003901523,0,0,
40972,GENRAD INC,10-K,2001-03-30,2000-12-30,3825.0,MA,MA,1230.0,40972_2000,5122,3825.0,0.0,0.0,0.0,0,209.453,21.427,369.605,200.757,8.321,178.407,28.51,48.59,87.534,45.05,25.544,21.647,65.551,0.0,0.0,105.613,168.848,21.647,101.165,0.0,-24.083,114.355,341.655,2.681,2.987,-10.537,8.216,10.0,0.16959,0.070454384,0.10700953,0.053321989,0.848646528,0.063461101,-0.03205735,-0.137885709,1.0,0.704163451,0.735647243,-0.065158751,0.052288254,-0.15406862,0,0,
48287,HON INDUSTRIES INC,10-K,2001-03-27,2000-12-30,2522.0,IA,IA,102.0,48287_2000,5690,2522.0,0.0,0.0,0.0,0,330.141,67.54,1022.47,573.342,3.181,1301.358,59.797,10.408,155.181,128.285,79.046,106.217,84.36,0.0,0.0,264.868,449.128,106.217,762.837,0.0,496.206,211.243,2046.286,9.529,12.067,59.747,14.015,25.5,0.00953352,0.106909988,0.015045669,0.009768852,0.552560955,0.143934527,0.073924185,0.011470041,1.0,0.376005485,0.8476061,0.48530128,0.176023746,-0.087360881,0,0,
57497,LAMSON & SESSIONS CO,10-K,2001-02-26,2000-12-30,3640.0,OH,OH,101.0,57497_2000,6571,3640.0,0.0,0.0,0.0,0,134.906,28.572,320.293,86.029,1.452,248.885,13.697,8.168,161.387,130.276,11.229,21.448,59.573,0.0,0.0,76.656,234.264,21.448,144.854,0.0,9.663,56.659,348.733,1.37,4.383,8.5,4.539,10.5,0.1034884,0.097972249,0.063473468,0.067559947,0.791600191,0.164336827,0.375480673,-0.02406032,1.0,0.598177564,1.186301834,0.030169251,0.107673287,-0.087408561,0,0,
711039,MAXTOR CORP,10-K,2001-03-30,2000-12-30,3572.0,DE,DE,1226.0,711039_2000,7123,3572.0,0.0,0.0,0.0,0,801.412,421.338,1024.919,303.738,378.657,2246.209,116.205,15.432,0.0,92.259,92.042,31.802,106.405,0.0,185.429,628.922,721.181,31.802,466.545,0.0,-757.323,284.253,2704.859,12.089,8.08,1.673,13.731,5.5938,-0.003463035,0.09971345,0.054510696,0.002641807,0.468657523,0.031084278,0.112926788,0.089606517,1.0,0.467273618,1.107828187,-0.738910099,0.046058274,-0.014846312,0,0,
715787,INTERFACE INC,10-K,2000-03-31,2000-01-02,2273.0,GA,GA,103.0,715787_2000,6034,2273.0,0.0,0.0,0.0,0,447.108,97.874,1034.849,372.435,7.861,858.044,50.824,0.808,211.323,421.55,37.9,17.321,198.063,0.0,0.0,206.149,657.25,17.321,502.221,0.0,168.448,204.886,1283.948,0.496,9.305,12.518,39.0,8.6875,0.016345311,-0.01486519,0.001294985,0.020495855,0.742855238,0.051759257,0.116324344,-0.006010659,1.0,0.843503381,0.88571353,0.162775439,0.066520816,0.008832265,0,0,
724941,MERISEL INC /DE/,10-K,2001-04-16,2000-12-31,5045.0,DE,DE,1231.0,724941_2000,14895,5045.0,0.0,0.0,0.0,0,147.226,99.057,178.281,-2.259,46.865,2000.821,80.309,1.363,0.0,23.803,19.29,-190.725,60.859,0.0,0.0,141.06,164.863,-95.787,96.024,15.677,-284.958,34.364,2093.529,15.059,0.0,0.62,10.92,0.1563,-0.20588044,-0.176287197,-0.300765388,-0.222021888,0.585379261,-0.569638789,2.083044558,-0.124812215,1.0,-0.180024655,0.502002766,-1.59836438,-0.472551758,-0.087019702,0,0,
75042,OSHKOSH B GOSH INC,10-K,2001-03-28,2000-12-30,2300.0,DE,DE,1230.0,75042_2000,8193,2300.0,0.0,0.0,0.0,0,119.383,14.84,158.256,44.473,20.35,255.484,12.172,10.0,0.0,34.0,7.154,32.217,53.185,0.0,0.511,64.782,113.783,32.217,68.295,0.0,44.352,30.166,453.062,0.767,8.375,20.576,5.148,18.5,0.100154538,0.091646264,0.094820371,0.032574534,0.667405975,0.004871021,0.04622308,0.001720587,1.0,0.197498024,1.009336763,0.280254777,0.36612198,-0.093250682,0,0,
769520,MIDDLEBY CORP,10-K,2001-03-30,2000-12-30,3580.0,DE,DE,1231.0,769520_2000,13570,3580.0,0.0,0.0,0.0,0,44.462,7.211,78.31,37.461,2.094,78.947,9.006,0.249,4.906,8.29,2.755,3.773,18.372,0.0,0.0,25.378,40.849,3.538,39.157,0.0,-4.457,18.879,126.888,0.143,0.0,5.37,1.204,6.0,-0.03891564,0.075948082,-0.068110827,0.016779621,0.73104329,0.031537124,0.435641798,0.050058279,1.0,0.693260049,0.900863674,-0.056914826,0.129127825,-0.022192402,0,0,
790818,X RITE INC,10-K,2001-03-30,2000-12-30,3861.0,MI,MI,102.0,790818_2000,12189,3861.0,0.0,0.0,0.0,0,74.257,2.456,125.683,67.738,31.064,32.631,16.797,0.0,0.0,0.0,4.312,12.408,15.8,0.0,12.469,12.545,12.545,12.408,46.912,45.4,60.065,19.463,103.449,0.477,5.063,6.755,0.0,7.8125,0.030123939,0.045883975,-0.006732276,0.003340443,0.578861103,0.047072296,-0.005676055,-0.028021451,1.0,0.516191225,1.091061259,0.477908707,0.152470899,-0.056513435,0,0,
791915,CYPRESS SEMICONDUCTOR CORP /DE/,10-K,2001-03-26,2000-12-31,3674.0,DE,DE,103.0,791915_2000,12215,3674.0,0.0,0.0,0.0,0,1282.786,95.735,2361.754,1327.668,884.601,419.428,125.659,0.0,554.812,570.5,145.411,277.308,104.935,272.142,333.576,299.427,1034.086,277.308,1161.495,0.0,513.649,193.525,1287.787,63.538,48.121,92.862,23.633,19.6875,0.030177828,0.150325182,0.053700253,0.008912388,0.383476857,0.79858297,0.196501534,0.062218397,1.0,0.536667527,1.139896187,0.217486241,0.166741752,-0.043251208,0,0,
796226,FAY LESLIE CO INC,10-K,2001-03-30,2000-12-30,2330.0,DE,DE,102.0,796226_2000,12450,2330.0,0.0,0.0,0.0,0,74.412,15.648,87.702,53.228,8.942,165.372,5.681,1.091,100.478,3.126,2.152,7.695,35.818,0.0,3.45,30.213,34.474,7.695,6.751,0.0,28.178,27.877,212.714,0.068,0.0,4.147,2.958,2.75,0.044351699,0.122895687,0.139436638,0.020318822,0.856707943,0.026049241,-0.328715901,-0.0233635,1.0,3.40708262,0.724947363,0.321292559,0.168753278,-0.130821559,0,0,
797917,RAYTECH CORP,10-K,2001-03-26,2000-12-31,3490.0,DE,DE,103.0,797917_2000,8964,3490.0,0.0,0.0,0.0,0,78.185,12.699,320.316,-6979.138,13.917,167.676,3.519,21.31,5.717,9.053,12.367,-7058.978,33.322,0.0,0.0,56.783,7299.454,-7058.978,189.659,0.0,-7050.859,24.487,239.532,0.105,1.199,-126.422,2.218,2.1875,-0.012408596,-2.072079423,-0.028750378,-1.1788e-05,0.698354125,-0.009513683,0.216826135,-1.671565369,1.0,-7.034304207,0.947897818,-22.01219733,-7.016393443,0.595681908,0,0,
801351,WARNACO GROUP INC /DE/,10-K,2000-03-31,2000-01-01,2340.0,DE,DE,103.0,801351_2000,13990,2320.0,0.0,0.0,0.0,0,662.91,413.786,2343.062,77.104,11.335,1536.015,53.169,1493.483,163.023,103.387,62.148,-331.073,483.111,0.0,0.259,2096.616,2265.958,-344.183,522.413,0.0,-516.352,131.964,2249.936,0.0,16.47,21.181,172.232,1.6875,-0.130043848,-0.191031144,-0.081885263,-0.098443277,0.854673073,0.244128945,-0.12770372,-0.177833439,1.0,0.859359011,0.990987577,-0.220374877,-0.064347422,0.023050317,0,0,
804753,CERNER CORP /MO/,10-K,2001-03-30,2000-12-30,7373.0,DE,DE,1230.0,804753_2000,12850,7373.0,0.0,0.0,0.0,0,288.496,20.532,616.411,343.717,90.893,240.132,34.766,0.072,0.0,102.299,19.275,105.265,2.174,127.785,0.0,102.315,272.694,105.265,166.794,0.0,171.441,188.036,404.504,7.052,9.718,66.858,7.316,46.25,-0.000446253,-0.08095971,0.042060531,0.00142801,0.719137069,0.090199973,-0.030059486,0.167031064,1.0,0.213763991,0.953555069,0.278127743,0.291102852,0.245495584,0,0,
813672,CADENCE DESIGN SYSTEMS INC,10-K,2001-03-29,2000-12-30,7372.0,DE,DE,102.0,813672_2000,13421,7372.0,0.0,0.0,0.0,0,556.848,35.324,1477.321,909.465,136.969,326.498,243.662,2.212,60.0,3.298,126.307,49.977,20.149,38.42,51.749,491.574,556.244,49.977,689.619,0.0,379.604,289.468,1279.55,117.329,0.0,18.019,2.398,27.5,-0.008854674,-0.026511587,0.028215378,0.000188629,0.657591004,0.102637176,-0.010195144,0.043856283,1.0,0.135726763,0.925544971,0.256954311,0.047649766,0.07012918,0,0,
813920,CEC ENTERTAINMENT INC,10-K,2001-03-30,2000-12-31,5812.0,KS,KS,103.0,813920_2000,15092,5812.0,0.0,0.0,0.0,0,38.349,18.453,389.375,282.272,7.3,306.477,27.545,6.102,36.098,47.03,33.41,55.355,8.436,1.526,0.0,44.718,104.672,55.355,501.006,2.431,175.187,12.778,505.88,8.727,0.0,35.379,4.216,34.125,-0.01735095,0.158073062,0.017689628,0.001514255,0.112146388,0.138889016,-0.021772927,0.001241248,1.0,0.300297947,1.105904532,0.449918459,0.243852327,-0.127331735,0,0,
814676,CERAMICS PROCESS SYSTEMS CORP/DE/,10-K,2001-03-30,2000-12-30,3260.0,DE,DE,1229.0,814676_2000,13582,3290.0,0.0,0.0,0.0,0,2.045,0.3,3.084,2.434,0.673,4.015,12.287,0.052,0.0,0.02,0.315,-0.194,0.567,0.0,0.0,0.506,0.65,-0.194,2.068,0.0,-30.285,0.8,5.045,0.0,0.0,0.0,0.011,0.563,0.12599681,0.053588517,0.096969697,0.082934609,0.444876783,-0.023883055,-0.354647808,-0.139029466,0.0,0.351857102,0.753185599,-9.820038911,-0.059338521,-0.19138756,0,0,
827187,SELECT COMFORT CORP,10-K,2001-04-16,2000-12-30,2510.0,MN,MN,1231.0,827187_2000,116504,2510.0,0.0,0.0,0.0,0,23.965,17.271,64.672,16.6,5.448,90.515,17.963,0.038,0.0,2.322,8.409,-37.214,11.083,0.0,3.95,42.141,48.072,-37.214,60.903,0.0,-63.032,2.693,270.077,0.664,0.0,11.592,0.026,1.4375,-0.131271919,-0.38409837,-0.011735612,-0.004584613,0.342667615,-0.03468136,-0.024380349,-0.382431046,1.0,0.642867343,0.871994731,-0.974641267,-0.395781791,0.022686359,0,0,
828750,GLOBAL SPORTS INC,10-K,2001-03-30,2000-12-30,3021.0,DE,DE,101.0,828750_2000,14386,5961.0,0.0,0.0,0.0,0,118.928,20.214,160.173,116.3,93.801,29.567,31.925,0.32,5.282,5.75,8.074,-52.16,19.202,0.0,1.789,38.123,43.873,-58.01,34.636,0.0,-101.143,4.44,42.808,65.271,0.0,0.0,0.407,5.5313,-0.214310709,-0.063200622,0.002997007,0.070026224,0.249405331,0.110576168,-0.447488697,0.0576011,1.0,0.658605754,0.151757023,-0.631460983,-0.3596299,-0.148401253,0,0,
832412,COOKER RESTAURANT CORP /OH/,10-K,2001-04-02,2000-12-31,5812.0,DE,DE,103.0,832412_2000,15415,5812.0,0.0,0.0,0.0,0,37.335,2.628,121.125,15.658,1.602,129.216,5.986,86.437,10.5,0.0,6.636,-29.131,1.365,0.0,0.0,104.015,105.467,-29.131,121.503,0.0,1.876,1.888,147.053,0.0,0.0,-1.97,12.406,0.875,0.220972329,-0.216734523,0.00897113,0.000288437,0.308738906,-0.04590565,-0.261737509,-0.19380602,1.0,2.989451578,0.639821009,0.015488132,-0.154344685,0.02550079,0,0,
835582,HOMELAND HOLDING CORP,10-K,2001-04-25,2000-12-30,5411.0,DE,DE,1228.0,835582_2000,15265,5411.0,0.0,0.0,0.0,0,80.594,28.869,179.758,21.097,10.198,447.584,4.926,4.424,165.126,106.588,11.728,-5.889,54.707,0.0,0.0,48.838,158.661,-5.889,112.806,0.0,-35.226,14.079,600.835,0.02,3.606,0.0,10.612,0.5,-0.004631601,-0.061154391,0.015684154,0.011760238,0.544009168,0.071568828,-0.070313156,-0.007624265,1.0,4.937456507,1.379775162,-0.195963462,0.026274213,0.051977492,0,0,
